512,-1.0014043254969105,1.0579427083333333
768,-1.007820753362861,1.3472222222222223
1024,-1.0065610817202537,1.14125
1280,-1.0062757554475614,1.4029947916666667
1536,-1.0004273261923804,1.0162760416666667
1792,-1.0016554250909064,1.0694444444444444
2048,-1.0013116951689631,1.0555555555555556
512, 1.0457404754446737,1.0457404754446737
768, 1.0228615933641974,1.0228615933641974
1024,1.0337800767686631,1.0337800767686631
1280,1.0250721807065217,1.0250721807065217
1536,1.0115102616567462,1.0115102616567462
1792,1.0236063639322917,1.0236063639322917
2048,1.0192719959077379,1.0192719959077379
